status,src_field,src_type,bcv_field,bcv_type,size,usage:ETL,usage:SOS,usage:Insights,usage:Arena,usage:LQS,usage:CP,usage:AF,usage:Others,recommended_action
MATCHED,request__linear_capnedit__last_activity_time,array(bigint),request__linear_capnedit__last_activity_time,array(bigint),,,,,,,,,,
MATCHED,request__linear_capnedit__is_dvr,array(boolean),request__linear_capnedit__is_dvr,array(boolean),,,,,,,,,,
MATCHED,request__linear_capnedit__mode,array(varchar),request__linear_capnedit__mode,array(varchar),,,,,,,,,,
MATCHED,request__kafka_msg_size,integer,request__kafka_msg_size,integer,0.06,,,,,,,,,
MATCHED,request__extra_flags2,integer,request__extra_flags2,integer,,,,,,,,,,
MATCHED,request__log_sampling,varchar,request__log_sampling,varchar,,,,,,,,,,
MATCHED,request__log_sampling__magnifier,integer,request__log_sampling__magnifier,integer,,,,,,,,,,
MATCHED,request__log_sampling__mode,varchar,request__log_sampling__mode,varchar,,,,,,,,,,
MATCHED,request__server_pool,varchar,request__server_pool,varchar,,,,,,,,,,
MATCHED,request__yield_optimization_ids,array(varchar),request__yield_optimization_ids,array(varchar),,,,,,,,,,
MATCHED,request__yield_optimization_ids__demand_type,array(varchar),request__yield_optimization_ids__demand_type,array(varchar),,,,,,,,,,
MATCHED,request__yield_optimization_ids__demand_id,array(bigint),request__yield_optimization_ids__demand_id,array(bigint),,,,,,,,,,
MATCHED,request__yield_optimization_ids__optimization_ids,array(array(bigint)),request__yield_optimization_ids__optimization_ids,array(array(bigint)),,,,,,,,,,
MATCHED,request__request_prefilter,varchar,request__request_prefilter,varchar,,,,,,,,,,
MATCHED,request__request_prefilter__flag,integer,request__request_prefilter__flag,integer,,,,,,,,,,
MATCHED,request__simulated_tiemstamp,bigint,request__simulated_tiemstamp,bigint,,,,,,,,,,
DIFF,request__extra_geo_info,varchar,,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__extra_geo_info__descriptions,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__extra_geo_info__ids,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__extra_geo_info__is_pulse,boolean,,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__extra_geo_info__edge_networks,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__request_throttling_info,varchar,request__request_throttling_info,varchar,,,,,,,,,,
MATCHED,request__request_throttling_info__flags,bigint,request__request_throttling_info__flags,bigint,,,,,,,,,,
MATCHED,request__request_throttling_info__exempt_thousandth,integer,request__request_throttling_info__exempt_thousandth,integer,,,,,,,,,,
DIFF,request__request_throttling_info__model_info,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__request_throttling_info__model_info__model_id,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__request_throttling_info__model_info__model_flags,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__request_throttling_info__level,varchar,request__request_throttling_info__level,varchar,,,,,,,,,,
MATCHED,request__demand_log_magnifier,integer,request__demand_log_magnifier,integer,,,,,,,,,,
DIFF,request__experiment_platform,varchar,,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__domain_id,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__layer_id,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__experiment_id,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__partition_index,array(integer),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__parameter,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__parameter__id,array(array(integer)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__parameter__value,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__flags,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__experiment_platform__experiment__index_id,array(integer),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__mpe_matcher_filters,array(varchar),request__mpe_matcher_filters,array(varchar),,,,,,,,,,
MATCHED,request__mpe_matcher_filters__id,array(integer),request__mpe_matcher_filters__id,array(integer),,,,,,,,,,
MATCHED,request__mpe_matcher_filters__bucket_id,array(bigint),request__mpe_matcher_filters__bucket_id,array(bigint),,,,,,,,,,
MATCHED,request__mpe_matcher_filters__weight,array(integer),request__mpe_matcher_filters__weight,array(integer),,,,,,,,,,
MATCHED,request__extra_flags3,integer,request__extra_flags3,integer,,,,,,,,,,
DIFF,request__is_all_data_visibility,boolean,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__is_no_selection,boolean,request__is_no_selection,boolean,,,,,,,,,,
MATCHED,request__is_filtered,boolean,request__is_filtered,boolean,,,,,,,,,,
MATCHED,request__is_first_user_visitor,boolean,request__is_first_user_visitor,boolean,,,,,,,,,,
MATCHED,request__is_ssp_bidder_request,boolean,request__is_ssp_bidder_request,boolean,,,,,,,,,,
MATCHED,request__traffic_type,bigint,request__traffic_type,bigint,,,,,,,,,,
MATCHED,request__bit_flags,bigint,request__bit_flags,bigint,,,,,,,,,,
MATCHED,request__backend_filtration_reason,bigint,request__backend_filtration_reason,bigint,,,,,,,,,,
MATCHED,request__advertisement_count,integer,request__advertisement_count,integer,,,,,,,,,,
MATCHED,request__advertisement_delivered_count,integer,request__advertisement_delivered_count,integer,,,,,,,,,,
MATCHED,request__hashed_key_value,varchar,request__hashed_key_value,varchar,0.53,,,,,,,,,
DIFF,request__client_facing_reason_code,array(varchar),,,,Y,,,,,,,,Backfill
MATCHED,request__bid_request,varchar,request__bid_request,varchar,,,,,,,,,,
MATCHED,request__bid_request__publisher_id,varchar,request__bid_request__publisher_id,varchar,,,,,,,,,,
DIFF,request__bid_request__site_page_hash,integer,,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__bid_request__site_domain,varchar,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__bid_request__app_id,varchar,request__bid_request__app_id,varchar,,,,,,,,,,
MATCHED,request__bid_request__app_name,varchar,request__bid_request__app_name,varchar,,,,,,,,,,
MATCHED,request__bid_request__app_bundle,varchar,request__bid_request__app_bundle,varchar,,,,,,,,,,
MATCHED,request__bid_request__auction_type,varchar,request__bid_request__auction_type,varchar,,,,,,,,,,
MATCHED,request__bid_request__inventory_source,integer,request__bid_request__inventory_source,integer,,,,,,,,,,
MATCHED,request__bid_request__impression,array(varchar),request__bid_request__impression,array(varchar),,,,,,,,,,
MATCHED,request__bid_request__impression__private_auction,array(boolean),request__bid_request__impression__private_auction,array(boolean),,,,,,,,,,
MATCHED,request__bid_request__impression__floor,array(real),request__bid_request__impression__floor,array(real),,,,,,,,,,
DIFF,request__bid_request__impression__currency,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__bid_request__impression__deal,array(array(varchar)),request__bid_request__impression__deal,array(array(varchar)),,,,,,,,,,
MATCHED,request__bid_request__impression__deal__public_id,array(array(varchar)),request__bid_request__impression__deal__public_id,array(array(varchar)),,,,,,,,,,
DIFF,request__bid_request__impression__deal__floor,array(array(real)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__bid_request__impression__deal__currency,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__bid_request__impression__deal__auction_type,array(array(varchar)),,,,,,,,,,,,No Backfill - Low Usage
DIFF,request__ifa_type,varchar,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,request__privacy_jurisdiction_ids,array(integer),request__privacy_jurisdiction_ids,array(integer),,,,,,,,,,
MATCHED,request__privacy_choice_ids,array(integer),request__privacy_choice_ids,array(integer),,,,,,,,,,
MATCHED,request__global_currency_version,varchar,request__global_currency_version,varchar,,,,,,,,,,
MATCHED,request__client_facing_ivt_reason_flag,bigint,request__client_facing_ivt_reason_flag,bigint,,,,,,,,,,
MATCHED,visitor,varchar,visitor,varchar,,,,,,,,,,
MATCHED,visitor__user_id,varchar,visitor__user_id,varchar,0.43,,,,,,,,,
MATCHED,visitor__custom_user_id,varchar,visitor__custom_user_id,varchar,,,,,,,,,,
MATCHED,visitor__address,varchar,visitor__address,varchar,0.22,,,,,,,,,
MATCHED,visitor__peer_address,varchar,visitor__peer_address,varchar,0.04,,,,,,,,,
MATCHED,visitor__referrer,varchar,visitor__referrer,varchar,,,,,,,,,,
MATCHED,visitor__user_agent,varchar,visitor__user_agent,varchar,0.05,,,,,,,,,
MATCHED,visitor__timezone,varchar,visitor__timezone,varchar,,,,,,,,,,
MATCHED,visitor__timezone_offset,integer,visitor__timezone_offset,integer,,,,,,,,,,
MATCHED,visitor__country,varchar,visitor__country,varchar,,,,,,,,,,
MATCHED,visitor__country_id,integer,visitor__country_id,integer,,,,,,,,,,
MATCHED,visitor__state,varchar,visitor__state,varchar,,,,,,,,,,
MATCHED,visitor__state_id,integer,visitor__state_id,integer,,,,,,,,,,
MATCHED,visitor__dma_code,integer,visitor__dma_code,integer,,,,,,,,,,
MATCHED,visitor__referrer_banning_rule_id,bigint,visitor__referrer_banning_rule_id,bigint,,,,,,,,,,
MATCHED,visitor__caller,varchar,visitor__caller,varchar,,,,,,,,,,
MATCHED,visitor__flash_version,varchar,visitor__flash_version,varchar,,,,,,,,,,
DIFF,visitor__session_id,varchar,,,0.29,,,,,,,,,No Backfill - Low Usage
MATCHED,visitor__filtration_reason,integer,visitor__filtration_reason,integer,,,,,,,,,,
MATCHED,visitor__internal_address,varchar,visitor__internal_address,varchar,0.11,,,,,,,,,
MATCHED,visitor__accept_language,varchar,visitor__accept_language,varchar,,,,,,,,,,
MATCHED,visitor__tracked_term,array(bigint),visitor__tracked_term,array(bigint),0.07,,,,,,,,,
MATCHED,visitor__city,varchar,visitor__city,varchar,0.06,,,,,,,,,
MATCHED,visitor__city_id,integer,visitor__city_id,integer,0.06,,,,,,,,,
DIFF,visitor__user_group,array(integer),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,visitor__parsed_user_agent,varchar,visitor__parsed_user_agent,varchar,,,,,,,,,,
DIFF,visitor__user_agent_device_id,bigint,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,visitor__postal_code,varchar,visitor__postal_code,varchar,0.07,,,,,,,,,
MATCHED,visitor__operator_zone_id,bigint,visitor__operator_zone_id,bigint,,,,,,,,,,
MATCHED,visitor__internal_user_id,varchar,visitor__internal_user_id,varchar,,,,,,,,,,
MATCHED,visitor__cookie_user_id,varchar,visitor__cookie_user_id,varchar,,,,,,,,,,
MATCHED,visitor__isp,varchar,visitor__isp,varchar,0.03,,,,,,,,,
MATCHED,visitor__isp_id,integer,visitor__isp_id,integer,,,,,,,,,,
MATCHED,visitor__dma_code_id,integer,visitor__dma_code_id,integer,,,,,,,,,,
MATCHED,visitor__postal_code_id,array(integer),visitor__postal_code_id,array(integer),0.06,,,,,,,,,
MATCHED,visitor__postal_code_package,array(varchar),visitor__postal_code_package,array(varchar),,,,,,,,,,
MATCHED,visitor__postal_code_package__network_id,array(integer),visitor__postal_code_package__network_id,array(integer),,,,,,,,,,
MATCHED,visitor__postal_code_package__postal_code_package_id,array(array(integer)),visitor__postal_code_package__postal_code_package_id,array(array(integer)),0.35,,,,,,,,,
MATCHED,visitor__platform_group,varchar,visitor__platform_group,varchar,,,,,,,,,,
MATCHED,visitor__platform_browser_id,bigint,visitor__platform_browser_id,bigint,,,,,,,,,,
MATCHED,visitor__platform_os_id,bigint,visitor__platform_os_id,bigint,,,,,,,,,,
MATCHED,visitor__platform_device_id,bigint,visitor__platform_device_id,bigint,,,,,,,,,,
MATCHED,visitor__syscode,bigint,visitor__syscode,bigint,,,,,,,,,,
MATCHED,visitor__household_id,varchar,visitor__household_id,varchar,,,,,,,,,,
MATCHED,visitor__server_side_user_id,varchar,visitor__server_side_user_id,varchar,0.25,,,,,,,,,
MATCHED,visitor__user_segments_lookup_key,array(varchar),visitor__user_segments_lookup_key,array(varchar),1.06,,,,,,,,,
MATCHED,visitor__device_type,varchar,visitor__device_type,varchar,,,,,,,,,,
MATCHED,visitor__device_id,varchar,visitor__device_id,varchar,0.53,,,,,,,,,
MATCHED,visitor__user_agent_device_type,varchar,visitor__user_agent_device_type,varchar,,,,,,,,,,
MATCHED,visitor__active_state,boolean,visitor__active_state,boolean,,,,,,,,,,
MATCHED,visitor__app_bundle_id,varchar,visitor__app_bundle_id,varchar,,,,,,,,,,
MATCHED,visitor__standard_device_type_ids,array(integer),visitor__standard_device_type_ids,array(integer),,,,,,,,,,
MATCHED,visitor__standard_environment_id,integer,visitor__standard_environment_id,integer,,,,,,,,,,
MATCHED,visitor__standard_os_id,integer,visitor__standard_os_id,integer,,,,,,,,,,
MATCHED,visitor__xfinity_idfa,varchar,visitor__xfinity_idfa,varchar,,,,,,,,,,
MATCHED,visitor__universal_hhid,varchar,visitor__universal_hhid,varchar,0.1,,,,,,,,,
MATCHED,visitor__universal_iids,array(varchar),visitor__universal_iids,array(varchar),0.11,,,,,,,,,
MATCHED,visitor__programmer_individual_id,varchar,visitor__programmer_individual_id,varchar,,,,,,,,,,
MATCHED,visitor__identity_user_ids,array(varchar),visitor__identity_user_ids,array(varchar),,,,,,,,,,
MATCHED,visitor__identity_user_ids__namespace_id,array(integer),visitor__identity_user_ids__namespace_id,array(integer),,,,,,,,,,
MATCHED,visitor__identity_user_ids__id,array(varchar),visitor__identity_user_ids__id,array(varchar),0.87,,,,,,,,,
MATCHED,visitor__identity_user_ids__authorized_network_id,array(array(bigint)),visitor__identity_user_ids__authorized_network_id,array(array(bigint)),,,,,,,,,,
MATCHED,visitor__flags,integer,visitor__flags,integer,,,,,,,,,,
DIFF,visitor__ortb_fields_from_ua,varchar,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,visitor__standard_operator_id,bigint,visitor__standard_operator_id,bigint,,,,,,,,,,
MATCHED,visitor__standard_retailer_id,bigint,visitor__standard_retailer_id,bigint,,,,,,,,,,
MATCHED,visitor__standard_manufacturer_id,bigint,visitor__standard_manufacturer_id,bigint,,,,,,,,,,
DIFF,visitor__original_ip_address,varchar,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,visitor__tracked_audience_item_ids,array(bigint),visitor__tracked_audience_item_ids,array(bigint),0.07,,,,,,,,,
MATCHED,visitor__standard_device_type_child_id,integer,visitor__standard_device_type_child_id,integer,,,,,,,,,,
MATCHED,visitor__private_universal_hhid,varchar,visitor__private_universal_hhid,varchar,,,,,,,,,,
MATCHED,visitor__private_universal_hhid__id,varchar,visitor__private_universal_hhid__id,varchar,,,,,,,,,,
MATCHED,visitor__private_universal_hhid__authorized_network_ids,array(bigint),visitor__private_universal_hhid__authorized_network_ids,array(bigint),,,,,,,,,,
MATCHED,visitor__private_universal_iid,varchar,visitor__private_universal_iid,varchar,,,,,,,,,,
MATCHED,visitor__private_universal_iid__id,varchar,visitor__private_universal_iid__id,varchar,,,,,,,,,,
MATCHED,visitor__private_universal_iid__authorized_network_ids,array(bigint),visitor__private_universal_iid__authorized_network_ids,array(bigint),,,,,,,,,,
DIFF,inventory,varchar,,,,,,,,,,,,No Backfill - Low Usage
MATCHED,inventory__asset_chain,array(varchar),inventory__asset_chain,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__network_id,array(bigint),inventory__asset_chain__network_id,array(bigint),,,,,,,,,,
MATCHED,inventory__asset_chain__role,array(varchar),inventory__asset_chain__role,array(varchar),,,,,,,,,,
MATCHED,inventory__asset_chain__entity_source,array(varchar),inventory__asset_chain__entity_source,array(varchar),,,,,,,,,,
DIFF,inventory__asset_chain__flags,array(bigint),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,inventory__asset_chain__bit_flags,array(bigint),inventory__asset_chain__bit_flags,array(bigint),,,,,,,,,,
MATCHED,inventory__asset_chain__content_owner_network_id,array(bigint),inventory__asset_chain__content_owner_network_id,array(bigint),,,,,,,,,,
MATCHED,inventory__asset_chain__distributor_network_id,array(bigint),inventory__asset_chain__distributor_network_id,array(bigint),,,,,,,,,,
DIFF,inventory__asset_chain__reseller_network_id,array(bigint),,,,Y,,,,,,,,Backfill
DIFF,inventory__asset_chain__revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__content_owner_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__distributor_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__reseller_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__bidding_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__bidding_up_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__asset_chain__content_owner_bidding_revenue,array(double),,,,,,,,,,,,No Backfill - Low Usage
